Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
14-Aug-13,1340.00,1346.85,1301.50,1321.15,1006780,1339872938
16-Aug-13,1315.00,1335.00,1297.50,1324.45,1254399,1659267121
19-Aug-13,1320.00,1333.75,1282.00,1294.00,1305182,1700695167
20-Aug-13,1288.90,1296.95,1241.30,1249.80,1321442,1664474816
21-Aug-13,1250.00,1280.00,1231.15,1239.75,1373977,1721567925
22-Aug-13,1239.00,1279.75,1226.60,1270.90,1087598,1361754997
23-Aug-13,1285.40,1372.80,1276.35,1366.20,1870641,2497258077
26-Aug-13,1370.00,1410.00,1360.70,1379.65,1576192,2195207692
27-Aug-13,1380.70,1409.90,1348.70,1362.90,1099802,1518299983
28-Aug-13,1348.00,1405.00,1346.20,1370.25,1027756,1414450440
29-Aug-13,1368.80,1390.00,1350.00,1365.55,1077918,1473253576
30-Aug-13,1372.00,1428.00,1365.00,1375.00,1485589,2072420621
02-Sep-13,1380.00,1394.85,1353.85,1375.05,656478,904607583.4
03-Sep-13,1393.20,1435.00,1386.05,1400.40,1564026,2210664412
04-Sep-13,1410.00,1424.10,1390.65,1399.20,910640,1279087290
05-Sep-13,1401.55,1404.10,1375.40,1382.40,767992,1065619844
06-Sep-13,1378.00,1404.10,1353.00,1360.30,747785,1025686320
